,text,actions
2128,number busy tried again he still not responding to call he asked me not to call again and again,"['busy', 'responding', 'asked', 'call']"
2129,tried again stil lnot responding to call rnr tried again stillnot responding to call rnr ,"['tried', 'responding', 'call', 'responding']"
2130,the number not in service,['service']
2131,tried again still not responding to call he asked me to share details through whtsapp he said he is not looking investments as early,"['responding', 'call', 'asked', 'share', 'said', 'looking']"
2132,tried again still not responding to call rnr tried again this time number shows switched off,"['responding', 'call', 'switched off']"
2133,he said he will let me know once he decides,"['said', 'decides']"
2134,not responding to calls and msgs tried again he is still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2135,he said he will connect on wednesday morning to discuss he has sone tax issue so shared number to manoj sir to discuss on that,"['said', 'connect', 'discuss', 'shared', 'discuss']"
2136,lead assigned to venkat ghanusala by anshul not responding to call rnr he said he knows only kanada,"['responding', 'call', 'kanada']"
2137,still number shows busy tried again still number shows busy,"['busy', 'tried', 'busy']"
2138,he said he not yet gone through the details he said he will check and update he said he is not intrested,"['said', 'gone', 'said', 'check', 'update', 'intrested']"
2139,had a call he asked me to share details through whtsapp number switched off so msgd him through wtsapp tried again he still not responding to call rnr,"['call', 'asked', 'share', 'whtsapp', 'switched off', 'msgd', 'wtsapp', 'responding', 'call']"
2140,she said she will ask her husband to call me she is not responding to calls and msgs she said she is not decided yet,"['said', 'ask', 'call', 'responding', 'calls', 'msgs', 'decided']"
2141,he is shouting and said he do not want the investment,"['shouting', 'said', 'investment']"
2142,had a call and explained all the details and shared details through whtsapp not responding to call and msgs,"['call', 'explained', 'shared', 'responding', 'call', 'msgs']"
2143,tried again still not responding to call rnr had a call he asked me to share details through whtsapp he said he will check and update he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['responding', 'call', 'call', 'asked', 'share', 'check', 'update', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2144,he is not responding to calls and msgs he said he is not intretsed,"['responding', 'calls', 'msgs', 'intretsed']"
2145,converted for landing,"['converted', 'landing']"
2146,he said he will upadte once eh decides he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['upadte', 'decides', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2147,he said he will only call me once he get free he said he will call me today tried calling him multiple times he is not responding to calls and msgs,"['said', 'call', 'free', 'call', 'calling', 'responding', 'calls', 'msgs']"
2148,tried again still not responding to call rnr he said he is not intretsed,"['tried', 'responding', 'call', 'intretsed']"
2149,he siad he is not intretsed,['intretsed']
2150,tried again still not responding to call rnr he asked me to share details through whtsapp he said he will call me after 5pm today he said he will meet up tomorrow if possible he said he was not able to arrange funds he said he will inform me once he ready,"['responding', 'call', 'asked', 'share', 'said', 'call', 'meet up', 'arrange', 'inform']"
2151,he said he will reach me out on sunday he said he will connect with me in one or two days he said he will visit the office one day to discuss he said he is in hospital he will upadte he said due to personal commitments he cannot proceed with the investment,"['said', 'connect', 'visit', 'discuss', 'upadte', 'commitments', 'proceed', 'investment']"
2152,tried again still not responding to call rnr tried again he still not responding to call rnr,"['tried', 'responding', 'call', 'responding', 'call']"
2153,he said he is not intrested in this however shared details of short term investment plan,"['said', 'intrested', 'shared', 'investment']"
2154,she said she is not yet decided she said she will update once she decides she said she will think and get back to us he said he is not intrested,"['said', 'decided', 'update', 'think', 'back', 'said']"
2155,tried again he still not responding to call so msgd through whtsapp he said he already had a call with one of ours team member,"['tried', 'responding', 'msgd', 'whtsapp', 'call']"
2156,he said if he is interested he will get back,"['interested', 'back']"
2157,he said he not yet decided he said he will check and update he said he will update once he decides,"['said', 'decided', 'check', 'update', 'update', 'decides']"
2158,tried again still he is not responding to call tried again he is still not responding to call he said he didnt enquired,"['tried', 'responding', 'call', 'tried', 'responding', 'enquired']"
2159,had a call and explained and shared details through whtsapp also met him in the office and had a good convo he said he will revrt he said he not able to proceed,"['call', 'shared', 'convo', 'revrt', 'proceed']"
2160,not responding to call rnr he said he didint enquired,"['responding', 'call', 'enquired']"
2161,he asked me to share details of debentuure he said he not yet decided he said he is not intrested,"['asked', 'share', 'said', 'decided', 'said']"
2162,tried calling him he is still not responding to call tried again he disconnected the call now,"['tried', 'calling', 'responding', 'call', 'tried', 'disconnected', 'call']"
2163,had a call and explained all the details and shared details through whtsapp he is not responding to calls and msgs,"['call', 'explained', 'shared', 'responding', 'calls', 'msgs']"
2164,tried again she is not responding to calls and msgs he said he is not intrested,"['tried', 'responding', 'calls', 'msgs', 'intrested']"
2165,he said he will give me a call once he decides,"['said', 'call', 'decides']"
2166,he said if he is intretsed he will call me back,"['intretsed', 'call']"
2167,tried again he is still not responding to call tried again he said he is not interested in any investments,"['responding', 'call', 'tried', 'interested', 'investments']"
2168,he is not responding to calls and msgs tried again he still not responding to calls and msgs he said he is not intretsed,"['responding', 'calls', 'msgs', 'calls', 'msgs']"
2169,he said he will update me once he decides not yet decided anything he said he is not intrestd,"['said', 'update', 'decides', 'decided']"
2170,had a call and explained and shared details of investment through whtsapp he said he is not intretsed,"['call', 'shared', 'investment']"
2171,he said he dropped the plan,"['said', 'dropped']"
2172,tried reaching her but she didnt picked up the call so msgd her through whtsapp she said as of now she dont want proceed on the investment ,"['tried', 'picked', 'msgd', 'said', 'proceed', 'investment']"
